Country,Segment,Date,observed_default_rate,observed_loss_rate,estimated_pd,estimated_lgd
Singapore,Retail,Mar-20,0.00%,23.61%,1.02%,22.02%
Singapore,Retail - Secured on real estate property,Mar-20,0.01%,,0.30%,15.72%
Singapore,Retail - Qualifying Revolving,Mar-20,0.17%,25.01%,3.24%,72.11%
Singapore,Retail - Other Retail,Mar-20,0.00%,61.09%,2.78%,16.49%
Switzerland,Corporates,Mar-20,0.89%,1.50%,0.66%,32.63%
Switzerland,Corporates - Of Which: Specialised Lending,Mar-20,,,0.45%,27.24%
Switzerland,Corporates - Of Which: SME,Mar-20,,,1.07%,29.55%
Switzerland,Retail,Mar-20,0.08%,13.24%,1.59%,19.45%
Switzerland,Retail - Secured on real estate property,Mar-20,0.08%,7.94%,0.86%,19.49%
Switzerland,Retail - Qualifying Revolving,Mar-20,0.32%,30.79%,1.79%,54.14%
Switzerland,Retail - Other Retail,Mar-20,0.14%,21.61%,3.78%,18.57%
United States,Corporates,Mar-20,0.14%,39.82%,0.99%,30.23%
United States,Corporates - Of Which: Specialised Lending,Mar-20,0.36%,,2.45%,20.23%
United States,Corporates - Of Which: SME,Mar-20,0.01%,,2.87%,20.72%
United States,Retail,Mar-20,0.24%,12.35%,1.87%,49.04%
United States,Retail - Secured on real estate property,Mar-20,0.07%,11.23%,0.90%,45.99%
United States,Retail - Qualifying Revolving,Mar-20,0.01%,11.32%,2.70%,92.99%
United States,Retail - Other Retail,Mar-20,0.70%,13.83%,2.34%,35.71%
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
